사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-24,5호선,2565,하남시청(덕풍·신장),12,1,5883,145,13719,3960,29587,6874,26974,15237,18630,8844,14302,9668,13577,9543,14228,9280,13518,12313,11947,10630,12982,15696,15959,17779,14763,16838,14831,25065,8498,22991,7149,13529,6020,13674,3657,12468,1430,7146,297,3727,0,0,0,0,0,0
Jun-24,5호선,2566,하남검단산,10,0,4282,4,9618,3317,23650,5860,19701,12721,13375,9705,11209,9539,10065,8838,10384,10611,10493,9693,9808,9500,11572,12420,13020,11253,12793,14743,12131,16671,8259,16086,7089,10566,5620,9836,4388,8865,1077,5754,91,2756,0,0,0,0,0,0
Jun-24,6호선,2611,응암,28,1,12310,1695,26725,7501,68349,10191,83390,18695,46685,16123,30098,14483,27114,15176,27445,17798,25886,19185,22489,20991,22479,27884,24574,33746,24173,44766,22362,71066,14060,55332,10754,35869,9610,32782,6875,30475,2957,19577,436,6096,0,1,0,0,0,0
Jun-24,6호선,2612,역촌,0,0,2394,332,5583,2591,15113,3079,15885,7450,9248,4447,6528,3989,6043,4885,6452,5484,6198,5204,5687,5368,5315,6311,5370,8590,5391,10916,4828,17193,3102,13397,2599,7873,1846,8063,1473,7325,655,5071,79,1423,0,0,0,0,0,0
Jun-24,6호선,2613,불광,42,1,1742,423,4544,1812,11498,3564,13811,7595,7832,7292,6763,6023,7584,6372,8207,6526,8516,7557,9233,7279,10219,8038,10773,8975,10229,10940,10117,15055,6155,11069,5342,6725,4149,6133,2386,6146,916,3866,141,1219,0,0,0,0,0,0
Jun-24,6호선,2614,독바위,10,0,2702,245,4976,1042,13873,2075,12198,3461,7112,2955,4824,3098,4442,2654,4451,3288,3828,3323,3499,3593,3603,4428,3664,5805,3282,7065,3036,11388,2080,9528,1325,6076,987,5351,668,5332,386,3126,59,1210,0,0,0,0,0,0
Jun-24,6호선,2615,연신내,0,0,0,0,0,0,3,0,4,0,6,0,12,0,8,0,10,0,8,0,8,0,8,0,6,0,12,0,6,0,9,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Jun-24,6호선,2616,구산,49,0,6723,207,12650,2284,29912,7082,38439,7628,21191,6181,13955,5711,13100,7539,13141,7759,12002,8082,10478,8900,12449,11506,12705,13951,11501,16229,9965,22162,6564,19361,5112,10760,4322,10055,4278,8874,1341,5318,198,1715,0,0,0,1,0,0
Jun-24,6호선,2617,새절(신사),29,0,12017,645,21594,4960,51777,8547,60139,14377,32635,11751,21716,10358,18724,11130,19476,12287,17629,14910,15408,14689,16285,19809,19856,22541,16985,29707,15447,45127,9792,37379,7168,24125,5832,21292,4310,20044,1741,13026,326,4157,0,2,0,0,0,0
Jun-24,6호선,2618,증산(명지대앞),18,8,8280,755,15979,3834,36773,5415,44133,10818,27238,9216,18036,8033,14885,9550,15375,10028,14320,11589,12753,12786,12777,15225,13426,19720,13056,26043,12712,39553,7887,30294,6040,19352,4685,19348,3837,17250,1704,10256,275,3192,0,0,0,0,0,0
Jun-24,6호선,2619,디지털미디어시티,155,7,7151,2979,17328,11448,49838,28999,51195,62884,29763,28795,18898,11929,16288,11131,16238,12468,15251,13255,14363,14202,15568,16660,20775,23405,33087,30905,44006,46699,19472,33949,11584,22244,9720,21078,11828,20515,3697,12259,718,4947,1,11,0,0,0,0
Jun-24,6호선,2620,월드컵경기장(성산),19,0,1003,1535,3181,4568,7874,5748,9396,10022,6341,10182,6296,10580,7778,11369,9036,12223,9170,12792,9944,13755,12626,13446,14405,15024,14123,22357,12216,36530,8884,25972,9092,6459,25563,4414,29446,3565,3240,1808,288,431,0,0,0,0,0,0
Jun-24,6호선,2621,마포구청,24,0,6586,1825,14687,7542,40434,14821,54431,33059,34639,18983,22277,13384,20920,12983,21275,16334,20394,17539,18868,16035,20540,20195,21846,22814,25719,28272,34340,42023,17647,30781,12735,20876,12234,19597,11798,18884,4714,12497,705,3109,0,0,0,0,0,0
Jun-24,6호선,2622,망원,18,2,6059,970,10391,5428,26006,10915,35378,31947,25242,31824,19801,25732,19897,29063,24752,29499,25434,33667,25050,30721,26667,33804,29705,37424,33030,40672,40482,48420,28300,34243,25984,19345,24439,17050,19658,14910,9185,10084,1269,2389,0,0,0,0,0,0
Jun-24,6호선,2623,합정,29,1,3977,1339,6181,6511,13390,16037,19210,39024,14974,27977,12442,19023,13858,19429,16936,20446,18722,22926,20045,20100,22523,21826,25198,26111,33657,30762,46143,41779,30523,27428,28897,15632,32152,14130,28152,13670,15866,9121,2339,2460,0,0,0,0,0,0
Jun-24,6호선,2624,상수,53,0,6296,1204,6924,3723,10344,6588,12992,23323,10259,26374,8235,18968,8906,18007,11771,21147,13345,21932,14333,20626,16491,19518,20746,22156,24102,27117,28687,33697,21620,22752,20515,15778,23278,12904,23641,12335,16962,9998,2814,2976,0,0,0,0,0,0
Jun-24,6호선,2625,광흥창(서강),8,0,3108,1529,8036,5746,20343,14687,25993,31388,16910,19772,13814,12885,14411,10526,15574,11277,13509,11867,12996,11583,14418,12333,16764,13361,21048,16979,27763,23541,13478,17075,9218,11052,9467,10341,6368,10310,2647,6055,416,1791,0,0,0,0,0,0
Jun-24,6호선,2626,대흥(서강대앞),10,0,2462,1191,5467,5673,15162,16507,21171,33287,13987,20097,10529,17434,11126,13164,12838,14525,16942,17229,14267,12738,16259,13676,21347,15492,23939,18457,26671,25445,13593,15775,11961,9765,13038,9021,11595,8852,4485,6735,628,1670,0,0,0,0,0,0
Jun-24,6호선,2627,공덕,135,3,5349,2466,9051,11438,21854,39280,31217,92366,23460,45055,20840,22930,22649,21009,23013,21358,24558,21599,24922,20332,29100,20882,34162,26052,56316,31578,79427,41345,34597,26933,28365,17908,27657,17585,20850,16170,9958,11508,1260,4226,0,144,0,0,0,0
Jun-24,6호선,2628,효창공원앞,22,1,2748,604,5982,3904,16482,8251,25495,24453,15639,13450,10923,9067,9971,8262,11374,8499,11419,8790,9703,9099,10410,9109,13147,11409,16438,13204,22632,18816,9760,13171,6969,8838,6102,8259,4691,7407,2535,5317,435,1850,0,0,0,0,0,0
Jun-24,6호선,2629,삼각지,5,1,1599,774,3295,6491,8146,14878,13223,26833,9133,13307,7995,10591,9461,10162,11440,11187,13355,12044,14223,9985,17558,10408,19423,10913,25791,12988,31496,15570,15255,9855,11875,7014,11634,6830,9902,7428,5226,5205,721,1437,0,0,0,0,0,0
Jun-24,6호선,2630,녹사평(용산구청),34,2,1427,580,2292,4751,4837,9064,7290,16357,6093,9236,4849,7977,5210,7628,5921,9120,6502,10026,6907,9680,9251,11109,12443,10647,15247,13428,18487,15574,12043,10248,11682,6604,13541,5814,11508,4948,6057,3066,751,885,0,0,0,0,0,0
Jun-24,6호선,2631,이태원,231,3,12542,1598,9540,9416,8498,12490,10494,29597,10149,26144,9741,19431,10707,16906,12555,19243,14663,20269,17080,18955,21008,20402,26199,23875,29857,27967,35900,32534,27577,27957,25700,22794,27792,21384,26389,21345,18390,17005,2786,6238,0,2,0,0,0,0
Jun-24,6호선,2632,한강진,34,2,750,1035,1591,9419,3569,19858,5266,38855,4866,27426,3818,22583,5343,23456,7830,23721,10152,31652,14065,25989,19469,25741,27118,26575,41672,25595,47059,26766,32253,12358,27691,5040,20367,4003,24743,3416,5267,2484,502,1690,0,156,0,0,0,0
Jun-24,6호선,2633,버티고개,1,0,848,312,1941,1473,5098,2675,7083,5003,4715,3134,3688,2479,3201,2234,3314,2613,3082,3026,2872,3270,3472,3415,3685,3935,4505,4754,5339,6329,3071,4856,2144,3378,1671,3306,1517,3248,638,2199,116,587,0,38,0,0,0,0
Jun-24,6호선,2634,약수,4,0,1330,332,1848,2279,4462,6007,7608,15703,5842,8636,4815,5194,4936,5187,5496,4941,5439,5078,5873,4892,6259,5561,7356,5815,8861,7545,13049,9516,7205,5487,5552,3718,5441,3428,4769,2783,2316,1834,392,585,0,0,0,0,0,0
Jun-24,6호선,2635,청구,16,1,1958,519,2832,2954,7133,6788,9461,20312,6600,10886,4977,4625,4845,3991,4663,4162,5372,4496,5244,4305,5348,4990,6994,5673,7792,6410,13790,7800,8346,5296,5358,3915,4754,3710,3821,3282,1801,2291,302,808,1,1,0,0,0,0
Jun-24,6호선,2636,신당,131,1,6312,1304,4836,8244,7072,15028,11527,34624,9056,20571,8067,13077,9631,11396,11616,11675,12116,13065,12441,11105,15124,10101,19538,11981,22415,13643,25947,19575,16051,19116,15098,10353,15912,8563,16942,8425,7216,8897,1461,2297,0,17,0,0,0,0
Jun-24,6호선,2637,동묘앞,179,1,5101,926,5234,4718,10302,8253,14991,21340,11957,17225,12121,16019,14765,16494,16926,16583,17171,17787,18748,17545,20989,16392,22589,17041,22949,16921,22016,18439,13205,13835,10065,9502,7817,9709,5642,9894,2863,8131,408,2073,0,57,0,0,0,0
Jun-24,6호선,2638,창신,25,5,2856,287,5248,2388,14101,5543,16247,5751,8855,3599,5437,3101,4727,2704,4592,3244,4465,3864,4034,3912,5158,4402,5803,5129,4836,6701,4826,9145,3185,7158,3231,4861,1904,4851,1268,4694,660,3090,108,922,0,0,0,0,0,0
Jun-24,6호선,2639,보문,34,0,4263,1012,8228,5203,22090,10722,30135,18913,16939,10175,11381,7475,10677,7488,11089,7996,11629,8676,10473,7996,11633,10032,14406,11066,15035,15670,17426,23839,8666,16879,7465,11814,7015,12402,5781,12071,3014,8730,601,2815,0,0,0,0,0,0
Jun-24,6호선,2640,안암(고대병원앞),15,0,2231,1470,3702,6987,9223,17348,12803,42064,11993,33843,13289,32120,16416,21937,18012,20445,18644,24421,22630,21282,25105,15123,34869,15027,43612,17158,31703,23516,19330,15940,17704,11382,18645,12385,18770,12675,12308,8940,2087,3630,0,118,0,0,0,0
Jun-24,6호선,2641,고려대(종암),33,3,4132,1172,7427,5457,20514,12800,25275,26467,14201,15128,10511,12957,10926,10198,12214,10063,13691,12577,13644,11171,14429,10349,20320,13186,22845,15009,20159,22564,10881,17648,9272,11457,9916,11521,8036,11742,4242,8530,774,2498,0,52,0,0,0,0
Jun-24,6호선,2642,월곡(동덕여대),48,2,7374,795,13964,4448,39413,8088,45101,25619,24329,17192,17509,13839,16956,13213,17406,13428,17385,14640,17439,14536,16737,17088,20182,22173,21323,26534,24631,39894,13310,30688,10127,18928,8100,17608,5766,16943,2793,11157,440,3312,0,0,0,0,0,0
Jun-24,6호선,2643,상월곡(한국과학기술연구원),49,1,5700,535,9228,2820,23488,3999,27322,12908,15105,8338,10710,8379,10351,7374,9967,6688,9712,8143,9235,7431,9271,9042,10867,10952,9969,13563,10125,19180,6408,16181,3686,10079,4759,9910,2945,9466,1454,6592,197,2082,0,0,0,0,0,0
Jun-24,6호선,2644,돌곶이,18,2,7416,1854,15545,6358,40029,6594,42079,17110,22347,12485,15484,10051,13844,9017,15342,10660,13348,11757,13709,11213,14530,14523,15582,17048,16581,22016,14811,33031,10617,26939,6948,15694,6586,14383,4829,14350,2269,9137,356,3033,0,0,0,0,0,0
Jun-24,6호선,2645,석계,1201,3,8942,1852,19949,5392,47771,8714,52024,14493,29002,11244,21057,10388,17836,12529,19368,14187,18304,15303,16558,15903,15855,19820,17128,25809,17542,32131,15035,50140,11319,39996,8498,24643,7693,22367,6608,20882,3937,13585,744,4417,0,5,0,0,0,0
Jun-24,6호선,2646,태릉입구,9,0,4466,1090,7078,3279,17598,3776,20521,9314,11638,7833,9024,6153,8817,8658,9294,7921,8869,8490,8849,9656,9097,9939,10293,12426,9574,14914,9550,24183,6550,18077,5111,11391,4599,11099,3928,9752,2023,8126,436,3587,1,6,0,0,0,0
Jun-24,6호선,2647,화랑대(서울여대입구),25,0,7175,1174,23281,3693,57168,8438,51924,15567,26664,11658,18437,9482,16988,9117,16918,8766,17167,10490,15054,10402,17091,12961,19482,15924,17084,22794,13796,34440,7973,29364,5820,18193,4902,16235,3665,16222,1463,11016,172,3929,0,17,0,0,0,0
Jun-24,6호선,2648,봉화산(서울의료원),8,0,5656,884,15892,2928,45919,5672,38005,12319,19511,7638,14796,6795,12840,6850,12893,8354,11117,10145,10060,9959,9954,13014,11682,16027,12131,21000,10827,29495,5831,26841,4370,16067,3602,14258,3127,14620,1331,8571,168,3100,1,192,0,0,0,0
Jun-24,6호선,2649,신내,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,7호선,2711,장암,3,0,2180,233,7818,1366,18367,1471,10836,1906,4725,2340,3058,2961,2649,3343,3138,2818,3365,1918,3725,1508,4163,1753,4105,1979,4112,2811,3304,4039,2200,3433,1629,2099,1014,1036,575,1129,174,615,19,223,0,0,0,0,0,0
Jun-24,7호선,2712,도봉산,105,0,6184,1323,18551,5780,46903,9757,37737,15255,20397,17514,13672,15905,12474,13292,12750,12695,11988,13517,11715,12704,13603,14957,15507,18150,13260,22200,12082,35100,6365,35034,4492,21698,3290,19399,2631,16546,908,11341,139,4832,0,127,0,0,0,0
Jun-24,7호선,2713,수락산,92,6,10046,863,21167,5724,44016,8450,45174,17795,28637,17327,21463,16532,18798,16113,20235,17128,19726,15684,19472,15518,20516,18936,21484,23495,20321,28302,18249,39664,12147,38015,9023,23362,7038,19801,4491,18299,2281,11586,338,4584,0,1,0,0,0,0
Jun-24,7호선,2714,마들,26,1,11135,1345,26332,3480,60066,8353,57863,11991,31367,10754,23168,10346,20796,11687,21981,13425,18310,14589,15829,15406,17083,19589,16293,24467,14527,29235,12887,43805,8445,43462,6257,24760,4414,22153,3446,20382,1485,13124,211,4209,0,0,0,0,0,0
Jun-24,7호선,2715,노원,52,5,8365,3858,20219,9420,49833,25783,61541,52880,40202,50858,34810,37077,35798,37003,40833,39012,40117,42576,40051,41161,44639,46873,48535,51941,51692,59761,56163,78239,38019,61115,35470,34360,28352,28832,26170,25377,12595,15675,2424,4648,0,0,1,1,0,0
Jun-24,7호선,2716,중계,11,2,9686,2182,25290,5454,59158,17215,60531,26381,33985,16159,25086,12503,22183,14289,25235,15252,21680,15440,19724,15220,18542,18542,23920,21985,21893,29540,17783,46125,10450,43769,7924,25467,8701,22835,6578,21135,2924,12980,401,3851,0,0,0,0,0,0
Jun-24,7호선,2717,하계,50,2,9368,1805,26929,6956,64113,16575,66718,25844,38869,21208,29803,17383,27796,17193,29212,21894,27106,24590,26042,23280,29617,25578,31975,29981,30473,37541,25090,55816,14816,49613,14373,28889,11206,26856,8319,25518,3086,17173,523,5684,0,0,0,0,0,0
Jun-24,7호선,2718,공릉(서울과학기술대),17,0,6569,1001,15007,4522,35881,11536,39879,20112,24310,16200,18204,12675,17603,12484,19151,15264,18640,16342,17989,15696,19754,18675,21869,22169,21476,27558,21186,40601,13355,34293,11308,19661,10342,18531,8716,17724,4478,11889,771,4391,0,0,0,0,0,0
Jun-24,7호선,2719,태릉입구,133,1,8593,1192,9361,4792,21534,8039,26392,18074,17656,12960,14002,10680,12942,12479,14577,11599,14449,12191,14945,12596,16693,12950,18129,15585,19129,18553,19929,25202,12042,21571,9606,13613,8793,13380,7170,13011,3215,7717,544,3848,2,1125,0,0,0,0
Jun-24,7호선,2720,먹골,22,2,7423,722,13646,3438,33235,5905,42145,14912,25224,10871,17663,9357,15937,10407,16248,12144,15488,12349,14104,13325,14120,16994,14748,21450,15144,25515,16597,36769,10894,30016,8064,19095,6521,17301,4732,15800,2263,10094,367,3039,0,94,0,0,0,0
Jun-24,7호선,2721,중화,70,2,8709,1315,14971,6037,34011,9193,43698,20169,26303,11168,17321,9304,15328,9691,15537,11412,14774,11646,13209,12905,14313,16240,17298,20170,17134,23860,17933,35685,11185,29949,8066,18967,6471,17990,4709,16681,2128,9976,312,3111,0,34,0,0,0,0
Jun-24,7호선,2722,상봉,423,29,11645,1622,20676,8205,51847,12020,70833,27191,38017,19722,24489,16792,22356,17698,24591,19359,24032,20864,22620,20901,23432,23933,26813,30336,29674,41457,31374,63812,22647,53549,18225,31809,18160,26571,13864,26625,7439,16346,1462,7195,0,23,0,0,0,0
Jun-24,7호선,2723,면목,93,1,14188,916,23232,5482,53200,9027,67128,25821,39275,16221,26080,14760,22172,14835,23344,17427,21922,17276,19601,18301,20640,24303,21695,30551,20889,35286,19995,51565,14868,44262,10282,27063,7877,24359,5286,24157,2668,13095,445,4590,1,2,0,0,0,0
Jun-24,7호선,2724,사가정,17,3,12356,1636,24092,7584,52282,11302,66751,24654,40192,17751,27151,15868,23685,16764,24791,18270,22707,20031,21280,20748,22019,26371,23612,32203,24471,41306,23597,60277,17568,48334,12944,29717,10710,27950,8455,23798,4260,12967,676,4279,0,0,0,0,0,0
Jun-24,7호선,2725,용마산(용마폭포공원),8,1,5374,752,11008,2395,22548,4626,26785,12609,16002,6626,10055,6024,8509,5357,11346,6466,8298,8714,7008,7120,6999,9470,7934,11296,9470,14475,7487,20922,5273,17480,3755,10601,2936,10472,2154,9653,1178,5829,180,1973,0,0,0,0,0,0
Jun-24,7호선,2726,중곡,7,0,6843,663,13547,4662,29226,15819,42207,28065,27283,14447,17611,9647,15512,9227,15927,10957,14382,11342,13581,12124,14185,15200,19976,17937,20607,22440,22199,32093,11955,26121,8542,17012,7086,16114,5512,14557,1792,7961,317,2591,0,1,0,0,0,0
Jun-24,7호선,2727,군자(능동),83,1,9605,978,15233,6737,35554,10254,53788,27054,37204,19342,23732,12815,20246,12193,21945,13408,21554,15077,19733,15811,21044,18787,24259,22363,28085,28687,33492,41048,22013,31378,18318,20733,17474,18823,13423,16951,7068,9753,1378,3427,0,40,0,0,0,0
Jun-24,7호선,2728,어린이대공원(세종대),51,1,4113,1006,7874,7810,18983,17177,32042,64483,23964,42432,18164,39918,20706,31731,23575,28156,26535,31914,28422,26839,31131,22799,39187,24167,49718,27465,48405,34873,27751,24148,23018,16633,24453,15454,19797,15983,11323,10901,2085,3230,0,1,0,0,0,0
Jun-24,7호선,2729,건대입구,64,1,4651,1011,5373,8496,13348,19770,18685,36787,15520,29235,14978,25653,16233,22138,18694,24654,21417,26848,24271,24443,28900,23565,33400,23958,40056,29117,34481,37862,25293,24504,28319,15287,24411,13072,20758,10775,11032,6706,1877,3504,0,196,0,0,0,0
Jun-24,7호선,2730,자양(뚝섬한강공원),25,1,5630,814,10171,4503,22087,8101,30558,15609,21478,14067,13791,16468,13295,18034,15170,18619,16122,19817,17415,22163,20508,25939,23370,30833,24864,37155,27853,46348,20238,38600,30746,21191,30808,17274,22773,13101,10711,6701,1394,2148,2,3,0,0,0,0
Jun-24,7호선,2731,청담,36,1,2620,4496,6679,33675,11098,58574,14659,128050,12982,84876,12900,34771,15847,22995,19828,22480,20167,23350,23696,20288,31217,18287,41409,18877,67477,19825,98793,20229,48915,13429,29462,10430,26760,9499,20306,7136,5564,4241,808,2743,0,0,0,0,0,0
Jun-24,7호선,2732,강남구청,16,0,1801,1538,4147,15617,7284,35089,9846,95946,9338,92702,9539,40078,11416,24226,14183,21392,16954,22445,21257,19117,25982,17328,30789,17406,49531,18973,80990,19973,49261,12868,30901,8979,29905,7118,21197,5751,8817,4169,1484,1871,0,0,0,0,0,0
Jun-24,7호선,2733,학동,7,0,2093,1298,4927,25783,8694,54321,11372,164489,11387,126110,11797,52006,14910,27919,19700,24195,22889,27711,27487,23517,35127,19389,44779,18772,82024,20317,147118,20364,69221,12180,37481,8454,32119,7798,23148,5752,8911,3815,1377,1241,0,0,0,0,0,0
Jun-24,7호선,2734,논현,29,0,2956,1308,4596,17243,9037,39762,13074,98484,11887,81816,11530,33278,13020,22213,14975,20752,16825,22938,21134,20907,26007,19767,32076,21731,58176,26838,92899,31507,49392,18207,33923,11438,35527,10220,32581,7657,16496,5807,2941,2443,0,0,0,0,0,0
Jun-24,7호선,2735,반포,2,0,964,1266,3186,15220,8666,11931,11445,18083,8276,15542,6595,10497,7107,10662,8484,10089,9677,9997,10145,9201,12790,8941,19860,9584,19394,10274,17931,11390,12459,7184,9929,4885,9570,4484,7625,4265,2316,2495,377,793,0,0,0,0,0,0
Jun-24,7호선,2736,고속터미널,35,3,1394,2751,3652,22253,12098,37478,18902,48654,25351,37421,24379,31220,27652,28802,28228,25499,28700,28961,30805,25808,38653,21793,42324,22000,56046,23549,49848,24655,33995,15933,35387,10010,29974,10258,24781,6127,7398,3552,755,808,0,2,0,0,0,0
Jun-24,7호선,2737,내방,8,1,2627,2155,8073,14729,17979,25249,26869,71914,21370,43532,16665,20502,15828,16549,17876,16655,19670,18522,19847,16606,21889,17698,28325,18761,41530,24412,63465,30338,25931,19920,18513,13078,17625,12152,12605,9950,4589,6587,706,2983,0,183,0,0,0,0
Jun-24,7호선,2738,이수,52,1,5328,2228,10207,15191,27538,14312,40756,39954,28459,28351,21041,21186,20356,19814,22157,20404,24323,22791,24234,22782,25582,25137,31784,29626,34197,39814,41932,55398,26437,35681,24842,21221,27134,18429,23707,15707,12812,9524,1931,2945,0,14,0,0,0,0
Jun-24,7호선,2739,남성,46,2,6475,1028,15239,4016,36232,7236,51713,16364,33425,12691,20796,11820,18165,11552,17962,12953,18339,14211,16159,14520,15816,18517,15889,21750,15963,29198,15179,41677,9791,29487,8654,20232,7671,18027,5731,16912,2382,9994,490,2971,0,0,0,0,0,0
Jun-24,7호선,2740,숭실대입구(살피재),28,0,6396,1076,13747,4707,36549,8072,47273,24253,31383,20124,22491,21852,19846,19487,19928,18044,21483,20340,21303,20866,20991,21545,26046,25664,29056,32169,21313,44714,13628,32995,13556,22059,12753,20904,12019,20225,7228,14146,1286,4135,0,0,0,0,0,0
Jun-24,7호선,2741,상도,5,1,6023,1420,12682,5126,33252,8387,41441,22955,28375,17345,19272,17104,17609,14797,19057,15966,18018,15652,17715,17776,18702,17294,21205,20682,22437,26676,21228,40535,12559,27606,11557,18883,11005,17641,8901,16796,5087,11355,1123,3061,0,0,0,0,0,0
Jun-24,7호선,2742,장승배기,19,0,6337,1500,11151,7040,26475,7765,36602,15943,24405,12840,16443,9331,13873,10241,13933,10830,13614,12092,13145,11862,12784,14251,15304,17275,15202,20640,15073,30464,8156,21624,6781,14243,6129,13837,4513,12531,1945,8278,439,2587,0,0,0,0,0,0
Jun-24,7호선,2743,신대방삼거리,76,1,10055,790,19180,5424,49294,9346,71282,17960,41218,15342,25051,13760,22201,14200,23364,15602,21051,17016,18998,18209,18874,22788,21077,27118,19597,36362,20768,56969,12420,41443,10804,26974,9183,25782,7005,21814,3563,14569,650,5323,0,1,0,0,0,0
Jun-24,7호선,2744,보라매,12,1,4116,714,6724,2979,16442,9268,23296,20125,14506,9450,9148,8040,9239,8791,10057,8603,9883,8750,9819,8422,10477,9474,11765,11399,12454,15570,16209,23277,7859,16385,6826,10871,6373,10147,5396,8719,2028,5785,374,2100,0,52,0,0,0,0
Jun-24,7호선,2745,신풍,246,4,14005,1650,15846,7035,38043,11869,46523,19313,27705,12594,17776,11103,15715,10650,16232,11180,15325,12562,13791,13147,15358,16404,18538,20186,17565,27193,17380,37340,10912,26891,7861,17576,6623,17195,4897,14945,2042,8733,343,2861,2,433,0,0,0,0
Jun-24,7호선,2746,대림(구로구청),48,3,13274,841,8262,4251,16506,8203,22021,18661,17816,15377,14049,19372,13729,20350,15045,16086,17477,16642,17863,15798,17930,17022,18900,19522,19658,25094,19763,23818,13654,15846,10943,11913,9230,13527,7091,11080,3615,5474,467,1353,0,3,0,0,0,0
Jun-24,7호선,2747,남구로,216,1,19126,1456,14891,7366,28915,31173,33158,84495,22760,40711,15660,18714,14268,14712,15810,13725,15286,14400,14045,13864,16175,17322,18953,22761,41169,30689,63909,29687,27633,20950,15835,15255,11480,17300,7572,14358,3386,7494,450,1908,0,0,0,0,0,0
Jun-24,7호선,2748,가산디지털단지,670,4,7407,4881,10001,29755,23154,138991,27197,355857,20270,195445,19208,56029,23340,33635,29789,31802,33996,33882,39790,28595,49762,26507,74283,25745,199563,29470,278229,35020,109787,23565,63313,16071,49710,13633,27608,12971,12044,8311,1487,2967,1,1,1,0,0,0
Jun-24,7호선,2749,철산,52,0,10848,5273,31086,13431,79370,17634,78631,34593,47884,26418,33163,20638,31432,20701,31207,23296,27586,24969,25902,26248,29714,30304,33153,38168,35274,56492,36064,84166,20266,63651,17972,38350,17557,33883,14648,31076,6624,19368,1099,5562,0,2,0,0,0,0
Jun-24,7호선,2750,광명사거리,182,2,18971,5775,28482,12593,70911,15907,75824,24753,43259,23384,30555,24160,28303,26691,30180,27785,29604,29436,28318,29616,29313,35191,34317,39620,35621,50869,31878,72353,22368,52868,16318,31834,11950,28345,8827,23670,3943,14759,715,4136,1,43,0,0,0,0
Jun-24,7호선,2751,천왕,36,0,8300,1514,19044,6231,50703,9820,54789,17340,30144,8696,19109,7783,15577,8891,15372,10855,14506,12030,12350,12820,13851,16753,15602,21536,15835,28374,15140,43167,7516,33998,5631,21139,4299,18175,3139,16646,1390,10301,228,2883,0,103,0,0,0,0
Jun-24,7호선,2752,온수(성공회대입구),167,1,9146,844,18147,3969,41515,10693,47474,17466,21820,13001,13266,7180,11827,7577,12530,8573,11220,9608,10462,9627,13096,12103,16415,14844,15039,20776,13824,36094,6658,25702,5455,16930,5263,14862,2972,13215,1783,9139,316,4827,3,942,0,0,0,0
Jun-24,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,7호선,2761,부평구청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-24,8호선,2811,암사,39,0,16786,835,28883,5630,78422,8531,98647,18792,51387,14012,31018,12429,26336,15110,26144,16776,24422,18450,20738,21060,20825,27054,22225,33312,22816,44054,21179,69224,13282,53189,10863,32036,8182,29321,5216,28925,2155,15374,450,4132,2,329,0,0,0,0
Jun-24,8호선,2812,천호(풍납토성),93,1,10723,1709,16634,13548,40355,14844,53799,26849,31947,24663,20508,19239,20259,20874,21537,21427,21966,24360,21035,24586,23054,29852,26610,32660,31104,44076,30953,65472,20385,43612,17748,26968,12689,25754,9396,20855,4471,12821,979,3884,1,107,0,0,0,0
Jun-24,8호선,2813,강동구청,46,0,5847,813,12065,5357,30401,14245,38040,31054,24108,14145,16767,10506,14944,10075,14343,11500,14327,13371,13548,13114,14225,15802,16509,18853,19083,23937,24190,34237,9878,25014,7972,16270,6906,15233,4817,13191,1810,7717,388,2100,1,2,0,0,0,0
