년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2019-01,AAR,OZ,아시아나항공,국제,DEL,도착,정기,여객,4902,11,1466,46956,2124,0,123497
2019-01,AAR,OZ,아시아나항공,국제,DEL,출발,정기,여객,5201,28,1631,113290,7,0,112791
2019-01,AAR,OZ,아시아나항공,국제,DFW,도착,정기,화물,0,0,0,134139,29608,0,0
2019-01,AAR,OZ,아시아나항공,국제,DFW,출발,정기,화물,0,0,0,535628,335231,0,0
2019-01,AAR,OZ,아시아나항공,국제,DLC,도착,정기,여객,3997,21,1189,26790,12061,0,74812
2019-01,AAR,OZ,아시아나항공,국제,DLC,출발,정기,여객,4153,24,797,16582,12199,0,76060
2019-01,AAR,OZ,아시아나항공,국제,DME,출발,정기,화물,0,0,0,246132,211948,9780,0
2019-01,AAR,OZ,아시아나항공,국제,FCO,도착,정기,여객,4187,4,306,118509,11486,0,78846
2019-01,AAR,OZ,아시아나항공,국제,FCO,출발,정기,여객,4738,3,237,94897,83185,0,75915
2019-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,화물,0,0,0,2006224,270639,0,0
2019-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,여객,9568,23,431,284925,41318,0,179831
2019-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,화물,0,0,0,1262283,715896,8955,0
2019-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,여객,10765,36,794,222618,110859,38415,204800
2019-01,AAR,OZ,아시아나항공,국제,FUK,도착,정기,여객,16059,73,1023,244917,119251,0,181166
2019-01,AAR,OZ,아시아나항공,국제,FUK,출발,정기,여객,16577,70,1762,188231,134358,19628,168837
2019-01,AAR,OZ,아시아나항공,국제,HAK,도착,정기,여객,1140,0,0,0,0,0,21078
2019-01,AAR,OZ,아시아나항공,국제,HAK,출발,정기,여객,1456,0,0,0,0,0,34071
2019-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,화물,0,0,0,169929,141878,0,0
2019-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,여객,16034,54,1967,378381,134519,26986,274923
2019-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,화물,0,0,0,3084417,677075,986,0
2019-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,여객,15682,102,2080,304846,150651,9929,290795
2019-01,AAR,OZ,아시아나항공,국제,HAN,출발,부정기,화물,0,0,0,93160,12704,0,0
2019-01,AAR,OZ,아시아나항공,국제,HGH,도착,정기,여객,7050,35,462,251278,80103,120839,99851
2019-01,AAR,OZ,아시아나항공,국제,HGH,출발,정기,여객,5529,15,325,51669,16793,0,71730
2019-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,화물,0,0,0,3643697,2936199,2114,0
2019-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,여객,17864,44,1895,758834,642157,14552,247939
2019-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,화물,0,0,0,1120604,261381,69882,0
2019-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,여객,18061,68,1360,289768,64153,23080,258549
2019-01,AAR,OZ,아시아나항공,국제,HKT,도착,정기,여객,5301,41,2924,859,859,0,119653
2019-01,AAR,OZ,아시아나항공,국제,HKT,출발,정기,여객,5422,59,2263,120765,0,0,89184
2019-01,AAR,OZ,아시아나항공,국제,HND,도착,정기,여객,3429,11,1152,2137,582,0,50277
2019-01,AAR,OZ,아시아나항공,국제,HND,출발,정기,여객,3502,14,1662,359,0,0,65962
2019-01,AAR,OZ,아시아나항공,국제,HNL,도착,정기,여객,3383,35,1595,6911,3559,0,104572
2019-01,AAR,OZ,아시아나항공,국제,HNL,출발,정기,여객,4333,65,1074,84640,17985,44844,90735
2019-01,AAR,OZ,아시아나항공,국제,HRB,도착,정기,여객,3979,22,835,477,0,0,76726
2019-01,AAR,OZ,아시아나항공,국제,HRB,출발,정기,여객,4862,36,379,8479,72,7853,89420
2019-01,AAR,OZ,아시아나항공,국제,IST,도착,정기,여객,2909,4,106,89430,41445,0,51450
2019-01,AAR,OZ,아시아나항공,국제,IST,출발,정기,여객,3139,2,43,4263,3005,0,53276
2019-01,AAR,OZ,아시아나항공,국제,JFK,도착,정기,여객,4325,25,4098,64258,45261,0,255302
2019-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,화물,0,0,0,1293059,1077125,30451,0
2019-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,여객,6216,35,2733,154333,46009,86987,240890
2019-01,AAR,OZ,아시아나항공,국제,JFK,출발,부정기,화물,0,0,0,118622,96525,2113,0
2019-01,AAR,OZ,아시아나항공,국제,KHV,도착,정기,여객,353,3,1089,669,612,0,19518
2019-01,AAR,OZ,아시아나항공,국제,KHV,출발,정기,여객,356,24,1324,3826,3599,0,29896
2019-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,화물,0,0,0,310724,190538,0,0
2019-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,여객,21812,65,2153,411017,117699,1586,263547
2019-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,화물,0,0,0,248491,208934,705,0
2019-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,여객,23319,66,3384,418444,157791,71272,292771
2019-01,AAR,OZ,아시아나항공,국제,KMI,도착,정기,여객,2398,3,56,0,0,0,43661
2019-01,AAR,OZ,아시아나항공,국제,KMI,출발,정기,여객,2495,2,62,0,0,0,39466
2019-01,AAR,OZ,아시아나항공,국제,KWL,도착,정기,여객,2370,2,42,0,0,0,29092
2019-01,AAR,OZ,아시아나항공,국제,KWL,출발,정기,여객,2306,2,36,135,101,0,24733
2019-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,화물,0,0,0,62556,19524,0,0
2019-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,여객,14214,74,9363,239047,77400,0,673464
2019-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,화물,0,0,0,1040790,750809,4755,0
2019-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,여객,17322,135,9231,269500,137409,65757,653519
2019-01,AAR,OZ,아시아나항공,국제,LHR,도착,정기,여객,5804,22,1262,228685,35161,0,132580
2019-01,AAR,OZ,아시아나항공,국제,LHR,출발,정기,여객,6874,48,1655,341176,270832,38820,161502
2019-01,AAR,OZ,아시아나항공,국제,MNL,도착,정기,여객,9440,44,10506,436298,275554,0,475006
2019-01,AAR,OZ,아시아나항공,국제,MNL,출발,정기,여객,10617,52,9394,239093,84571,1796,538988
2019-01,AAR,OZ,아시아나항공,국제,MXP,도착,정기,화물,0,0,0,690336,155149,0,0
2019-01,AAR,OZ,아시아나항공,국제,MXP,출발,정기,화물,0,0,0,412429,337854,10258,0
2019-01,AAR,OZ,아시아나항공,국제,NGO,도착,정기,여객,8124,35,637,120521,23666,15774,94355
2019-01,AAR,OZ,아시아나항공,국제,NGO,출발,정기,여객,8637,30,1435,100759,44719,15451,137220
2019-01,AAR,OZ,아시아나항공,국제,NKG,도착,정기,여객,4042,23,465,29591,7904,745,54260
2019-01,AAR,OZ,아시아나항공,국제,NKG,출발,정기,여객,4311,20,242,16595,1920,0,58846
2019-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,화물,0,0,0,592509,254928,0,0
2019-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,여객,19143,85,4183,379022,85878,237,302628
2019-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,화물,0,0,0,655896,405021,1535,0
2019-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,여객,20642,93,5164,463455,196449,18226,336228
2019-01,AAR,OZ,아시아나항공,국제,OKA,도착,정기,여객,5442,114,351,1860,167,841,71972
2019-01,AAR,OZ,아시아나항공,국제,OKA,출발,정기,여객,5783,122,379,14483,4835,5724,76635
2019-01,AAR,OZ,아시아나항공,국제,ORD,도착,정기,여객,2055,33,3292,5327,0,0,172012
2019-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,화물,0,0,0,938376,656304,5652,0
2019-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,여객,3222,47,3095,98697,50467,37910,179828
2019-01,AAR,OZ,아시아나항공,국제,ORD,출발,부정기,화물,0,0,0,34175,21429,2914,0
2019-01,AAR,OZ,아시아나항공,국제,PEK,도착,정기,여객,11003,28,2623,222650,68501,64999,175392
2019-01,AAR,OZ,아시아나항공,국제,PEK,출발,정기,여객,11873,35,1874,117104,39307,11034,234434
2019-01,AAR,OZ,아시아나항공,국제,PNH,도착,정기,여객,3781,33,732,19356,7752,0,75151
2019-01,AAR,OZ,아시아나항공,국제,PNH,출발,정기,여객,4597,36,568,2292,109,0,97833
2019-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,화물,0,0,0,2431441,1510988,11349,0
2019-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,여객,23905,79,3085,407926,315821,17387,311573
2019-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,화물,0,0,0,1752381,752442,0,0
2019-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,여객,22179,51,2070,281187,147945,8525,319605
2019-01,AAR,OZ,아시아나항공,국제,ROR,도착,정기,여객,944,8,1214,0,0,0,29860
2019-01,AAR,OZ,아시아나항공,국제,ROR,출발,정기,여객,1053,7,1097,0,0,0,29243
2019-01,AAR,OZ,아시아나항공,국제,SDJ,도착,정기,여객,2826,11,833,2553,1810,0,52420
2019-01,AAR,OZ,아시아나항공,국제,SDJ,출발,정기,여객,3205,16,959,2849,2573,0,59845
2019-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,화물,0,0,0,785484,210072,0,0
2019-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,여객,2017,22,3520,53197,34875,0,180699
2019-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,화물,0,0,0,31946,29327,0,0
2019-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,여객,2701,32,3565,77002,43273,0,167537
2019-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,화물,0,0,0,741414,186573,0,0
2019-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,여객,4253,17,3948,100540,15935,0,245910
2019-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,화물,0,0,0,110467,65334,228,0
2019-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,여객,5492,41,3938,202599,92461,72858,231527
2019-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,화물,0,0,0,267604,152671,0,0
2019-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,여객,13116,76,3023,362017,142370,0,319251
2019-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,화물,0,0,0,321528,113517,0,0
2019-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,여객,13016,156,4602,459470,197878,0,427217
2019-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,화물,0,0,0,1441839,417988,0,0
2019-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,여객,9563,29,848,384975,21089,28340,134965
2019-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,화물,0,0,0,594225,453971,0,0
2019-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,여객,10633,34,663,386987,166078,4719,161106
2019-01,AAR,OZ,아시아나항공,국제,SPN,도착,정기,여객,4034,68,2417,325,325,0,91401
2019-01,AAR,OZ,아시아나항공,국제,SPN,출발,정기,여객,3853,64,2983,43737,17282,0,84726
2019-01,AAR,OZ,아시아나항공,국제,STN,출발,정기,화물,0,0,0,238612,183847,1969,0
2019-01,AAR,OZ,아시아나항공,국제,SYD,도착,정기,여객,11381,79,1465,185829,58429,0,216931
2019-01,AAR,OZ,아시아나항공,국제,SYD,출발,정기,여객,12647,98,2269,78539,25529,15516,262086
2019-01,AAR,OZ,아시아나항공,국제,SZX,도착,정기,여객,7007,46,183,352379,188001,0,85818
2019-01,AAR,OZ,아시아나항공,국제,SZX,출발,정기,여객,7103,32,128,88592,18384,0,83061
2019-01,AAR,OZ,아시아나항공,국제,TAO,도착,정기,여객,6870,29,1557,45153,39497,0,102338
2019-01,AAR,OZ,아시아나항공,국제,TAO,출발,정기,여객,6950,25,1428,23763,22442,0,93639
2019-01,AAR,OZ,아시아나항공,국제,TAS,도착,정기,여객,2098,14,349,0,0,0,85794
2019-01,AAR,OZ,아시아나항공,국제,TAS,출발,정기,여객,2482,31,419,54725,14447,554,109458
2019-01,AAR,OZ,아시아나항공,국제,TPE,도착,정기,여객,14227,45,558,264429,76803,0,179773
2019-01,AAR,OZ,아시아나항공,국제,TPE,출발,정기,여객,14796,55,376,223566,27852,32481,197098
2019-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,화물,0,0,0,991514,656765,5814,0
2019-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,여객,3863,7,723,2170,498,0,57258
2019-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,화물,0,0,0,656842,453142,0,0
2019-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,여객,3650,14,350,29771,11614,0,51139
2019-01,AAR,OZ,아시아나항공,국제,UUS,도착,정기,여객,411,4,582,643,64,0,14227
2019-01,AAR,OZ,아시아나항공,국제,UUS,출발,정기,여객,759,31,754,5756,2110,0,29462
2019-01,AAR,OZ,아시아나항공,국제,VCE,도착,정기,여객,3413,5,149,67776,47538,0,61136
2019-01,AAR,OZ,아시아나항공,국제,VCE,출발,정기,여객,3361,3,138,82603,71751,0,53710
2019-01,AAR,OZ,아시아나항공,국제,VIE,출발,정기,화물,0,0,0,917505,425453,28140,0
2019-01,AAR,OZ,아시아나항공,국제,WEH,도착,정기,여객,3369,21,608,17233,7168,0,55947
2019-01,AAR,OZ,아시아나항공,국제,WEH,출발,정기,여객,3761,16,313,14000,383,0,49548
2019-01,AAR,OZ,아시아나항공,국제,WUH,출발,정기,화물,0,0,0,44928,20937,0,0
2019-01,AAR,OZ,아시아나항공,국제,XIY,도착,정기,여객,2339,9,557,13505,835,0,36762
2019-01,AAR,OZ,아시아나항공,국제,XIY,출발,정기,여객,2546,14,301,9169,5064,0,39752
2019-01,AAR,OZ,아시아나항공,국제,YNJ,도착,정기,여객,4393,52,396,0,0,0,79531
2019-01,AAR,OZ,아시아나항공,국제,YNJ,출발,정기,여객,5087,70,140,23409,0,22087,84474
2019-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,화물,0,0,0,187855,164148,0,0
2019-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,여객,2768,18,477,10923,9560,0,43375
2019-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,화물,0,0,0,187631,118642,0,0
2019-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,여객,3325,10,517,8676,7332,0,64804
2019-01,AAR,OZ,아시아나항공,국제,YNZ,도착,정기,여객,1482,5,66,1297,0,0,20109
2019-01,AAR,OZ,아시아나항공,국제,YNZ,출발,정기,여객,1434,3,19,7278,0,0,19905
2019-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,도착,정기,여객,5221,28,0,0,0,0,61228
2019-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,출발,정기,여객,5348,30,0,0,0,0,52152
2019-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,도착,정기,여객,5277,14,3,0,0,0,60165
2019-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,출발,정기,여객,5413,16,0,0,0,0,52018
2019-01,ABW,RU,에어브릿지 화물항공,국제,HKG,출발,정기,화물,0,0,0,28225,0,0,0
2019-01,ABW,RU,에어브릿지 화물항공,국제,NRT,도착,정기,화물,0,0,0,338515,74104,0,0
2019-01,ABW,RU,에어브릿지 화물항공,국제,SVO,도착,정기,화물,0,0,0,1121290,0,0,0
2019-01,ABW,RU,에어브릿지 화물항공,국제,SVO,출발,정기,화물,0,0,0,893779,0,0,0
2019-01,ACA,AC,캐나다항공,국제,YVR,도착,정기,여객,5282,79,2527,235523,0,1978,237321
2019-01,ACA,AC,캐나다항공,국제,YVR,출발,정기,여객,7468,38,1476,294786,0,46158,281568
2019-01,ACA,AC,캐나다항공,국제,YYZ,도착,정기,여객,4798,45,1503,212712,0,2301,182805
2019-01,ACA,AC,캐나다항공,국제,YYZ,출발,정기,여객,6591,28,1076,277362,0,30126,238917
2019-01,AFL,SU,에어로플로트항공,국제,SVO,도착,정기,여객,9083,15,339,120718,0,8718,154243
2019-01,AFL,SU,에어로플로트항공,국제,SVO,출발,정기,여객,10651,21,239,218922,0,100690,185217
2019-01,AFR,AF,프랑스항공,국제,CDG,도착,정기,여객,7818,16,496,323188,0,8810,154313
2019-01,AFR,AF,프랑스항공,국제,CDG,출발,정기,여객,8914,14,476,377070,0,25295,164105
2019-01,AHK,LD,에어홍콩,국제,HKG,도착,정기,화물,0,0,0,853146,6555,0,0
2019-01,AHK,LD,에어홍콩,국제,HKG,출발,정기,화물,0,0,0,768487,0,0,0
2019-01,AIC,AI,인도항공,국제,BOM,도착,정기,여객,187,4,3,7151,0,684,4620
2019-01,AIC,AI,인도항공,국제,BOM,출발,정기,여객,302,3,1,0,0,0,6216
2019-01,AIC,AI,인도항공,국제,DEL,도착,정기,여객,1088,4,18,49546,0,1293,25020
2019-01,AIC,AI,인도항공,국제,DEL,출발,정기,여객,1130,6,6,35655,0,0,23638
2019-01,AIC,AI,인도항공,국제,HKG,도착,정기,여객,2017,6,23,70373,0,0,34880
2019-01,AIC,AI,인도항공,국제,HKG,출발,정기,여객,2398,9,12,95719,0,3422,31481
2019-01,AIH,KJ,에어인천,국제,HAN,도착,정기,화물,0,0,0,483935,4621,14630,0
2019-01,AIH,KJ,에어인천,국제,HAN,출발,정기,화물,0,0,0,786804,25181,0,0
2019-01,AIH,KJ,에어인천,국제,UUS,도착,정기,화물,0,0,0,643,0,0,0
2019-01,AIH,KJ,에어인천,국제,UUS,도착,부정기,화물,0,0,0,196,0,0,0
2019-01,AIH,KJ,에어인천,국제,UUS,출발,정기,화물,0,0,0,32957,1687,0,0
2019-01,AIH,KJ,에어인천,국제,UUS,출발,부정기,화물,0,0,0,7643,0,0,0
2019-01,AIH,KJ,에어인천,국제,WEH,도착,정기,화물,0,0,0,49592,310,0,0
2019-01,AIH,KJ,에어인천,국제,WEH,출발,정기,화물,0,0,0,47959,0,0,0
2019-01,AIH,KJ,에어인천,국제,XUZ,도착,부정기,화물,0,0,0,10461,0,0,0
2019-01,AIH,KJ,에어인천,국제,YNT,도착,정기,화물,0,0,0,137592,29229,0,0
2019-01,AIH,KJ,에어인천,국제,YNT,출발,정기,화물,0,0,0,453870,2319,0,0
2019-01,AJX,NQ,에어재팬,국제,NRT,도착,정기,화물,0,0,0,844245,17419,20391,0
2019-01,AJX,NQ,에어재팬,국제,NRT,출발,정기,화물,0,0,0,243435,9776,1224,0
2019-01,AJX,NQ,에어재팬,국제,OKA,출발,정기,화물,0,0,0,621987,4397,6296,0
2019-01,AMU,NX,마카오항공,국제,MFM,도착,정기,여객,9314,22,15,81161,0,21372,112395
2019-01,AMU,NX,마카오항공,국제,MFM,출발,정기,여객,9096,21,10,59886,0,7971,92603
2019-01,AMX,AM,AEROMEXICO,국제,MEX,도착,정기,여객,2717,11,181,49896,0,0,53734
2019-01,AMX,AM,AEROMEXICO,국제,MEX,출발,정기,여객,3502,19,131,135104,0,0,83861
2019-01,AMX,AM,AEROMEXICO,국제,MTY,도착,정기,여객,158,2,14,1742,0,0,2954
2019-01,APG,Z2,필리핀에어아시아,국제,CEB,도착,정기,여객,5243,71,0,13,0,0,55618
2019-01,APG,Z2,필리핀에어아시아,국제,CEB,출발,정기,여객,5358,67,0,0,0,0,49152
2019-01,APG,Z2,필리핀에어아시아,국제,CRK,도착,정기,여객,876,7,0,0,0,0,9551
2019-01,APG,Z2,필리핀에어아시아,국제,CRK,출발,정기,여객,828,6,0,0,0,0,8719
2019-01,APG,Z2,필리핀에어아시아,국제,KLO,도착,정기,여객,10471,70,0,0,0,0,118062
2019-01,APG,Z2,필리핀에어아시아,국제,KLO,출발,정기,여객,10436,64,4,0,0,0,84331
2019-01,APG,Z2,필리핀에어아시아,국제,MNL,도착,정기,여객,7145,51,0,3709,0,0,80890
2019-01,APG,Z2,필리핀에어아시아,국제,MNL,출발,정기,여객,7530,45,2,53264,0,39848,104292
2019-01,APJ,MM,피치 항공,국제,HND,도착,정기,여객,5081,2,0,0,0,0,32484
2019-01,APJ,MM,피치 항공,국제,HND,출발,정기,여객,5202,6,0,0,0,0,43904
2019-01,APJ,MM,피치 항공,국제,KIX,도착,정기,여객,20849,33,0,0,0,0,146905
2019-01,APJ,MM,피치 항공,국제,KIX,출발,정기,여객,21305,33,0,0,0,0,146768
2019-01,APJ,MM,피치 항공,국제,OKA,도착,정기,여객,5106,61,0,0,0,0,33184
2019-01,APJ,MM,피치 항공,국제,OKA,출발,정기,여객,5075,52,0,0,0,0,30536
2019-01,ASV,RS,에어서울,국제,BKI,도착,정기,여객,5450,39,20,0,0,0,60111
2019-01,ASV,RS,에어서울,국제,BKI,도착,부정기,여객,190,0,0,0,0,0,2251
2019-01,ASV,RS,에어서울,국제,BKI,출발,정기,여객,5695,38,15,0,0,0,56017
2019-01,ASV,RS,에어서울,국제,CTS,도착,정기,여객,5604,9,23,0,0,0,62376
2019-01,ASV,RS,에어서울,국제,CTS,출발,정기,여객,5394,11,125,0,0,0,49863
2019-01,ASV,RS,에어서울,국제,DAD,도착,정기,여객,5676,23,72,0,0,0,64951
2019-01,ASV,RS,에어서울,국제,DAD,출발,정기,여객,5944,33,13,0,0,0,54107
2019-01,ASV,RS,에어서울,국제,FSZ,도착,정기,여객,2211,5,5,0,0,0,17509
2019-01,ASV,RS,에어서울,국제,FSZ,출발,정기,여객,2435,6,8,0,0,0,18704
2019-01,ASV,RS,에어서울,국제,FUK,도착,정기,여객,5276,28,33,0,0,0,49247
2019-01,ASV,RS,에어서울,국제,FUK,출발,정기,여객,5333,29,127,0,0,0,36933
2019-01,ASV,RS,에어서울,국제,GUM,도착,정기,여객,5871,97,486,0,0,0,84779
2019-01,ASV,RS,에어서울,국제,GUM,출발,정기,여객,6026,98,266,0,0,0,67687
2019-01,ASV,RS,에어서울,국제,HIJ,도착,정기,여객,1693,17,70,0,0,0,17048
2019-01,ASV,RS,에어서울,국제,HIJ,출발,정기,여객,1816,17,83,0,0,0,18445
2019-01,ASV,RS,에어서울,국제,HKG,도착,정기,여객,5147,5,64,18336,0,0,47180
2019-01,ASV,RS,에어서울,국제,HKG,출발,정기,여객,5351,5,67,9341,0,0,86022
2019-01,ASV,RS,에어서울,국제,KIX,도착,정기,여객,12444,23,141,8566,0,0,113413
2019-01,ASV,RS,에어서울,국제,KIX,도착,부정기,여객,183,1,0,0,0,0,1684
