년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2018-01,AAR,OZ,아시아나항공,국제,ORD,도착,정기,여객,1851,23,4079,14310,0,0,210562
2018-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,화물,0,0,0,1665415,1070608,30755,0
2018-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,여객,1984,29,3972,56672,38855,9910,170593
2018-01,AAR,OZ,아시아나항공,국제,ORD,출발,부정기,화물,0,0,0,226568,207068,0,0
2018-01,AAR,OZ,아시아나항공,국제,PEK,도착,정기,여객,11890,32,2233,254408,75855,93372,188281
2018-01,AAR,OZ,아시아나항공,국제,PEK,출발,정기,여객,12418,60,1236,125411,23261,12821,267640
2018-01,AAR,OZ,아시아나항공,국제,PNH,도착,정기,여객,4194,38,522,18142,8236,0,74039
2018-01,AAR,OZ,아시아나항공,국제,PNH,출발,정기,여객,4327,33,550,7653,0,0,91716
2018-01,AAR,OZ,아시아나항공,국제,PQC,도착,부정기,여객,2338,41,0,0,0,0,26010
2018-01,AAR,OZ,아시아나항공,국제,PQC,출발,부정기,여객,2438,45,0,0,0,0,25262
2018-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,화물,0,0,0,2599665,1838793,9225,0
2018-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,여객,23228,52,2110,273819,183016,16980,281598
2018-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,화물,0,0,0,2329689,890069,0,0
2018-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,여객,22685,49,1300,323544,133957,9730,354137
2018-01,AAR,OZ,아시아나항공,국제,ROR,도착,정기,여객,1327,6,360,0,0,0,24066
2018-01,AAR,OZ,아시아나항공,국제,ROR,출발,정기,여객,1438,6,566,0,0,0,27555
2018-01,AAR,OZ,아시아나항공,국제,SDJ,도착,정기,여객,3101,13,767,13175,12652,0,52760
2018-01,AAR,OZ,아시아나항공,국제,SDJ,출발,정기,여객,3258,17,1000,2121,663,0,59133
2018-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,화물,0,0,0,1091203,323351,0,0
2018-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,여객,2437,19,4582,43916,24652,0,218343
2018-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,화물,0,0,0,14982,14982,0,0
2018-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,여객,3051,38,4940,73621,52734,0,207000
2018-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,화물,0,0,0,1723421,383617,0,0
2018-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,여객,4604,22,4206,67022,28973,0,270803
2018-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,화물,0,0,0,360367,149160,4094,0
2018-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,여객,4647,37,4643,113566,48726,54217,229015
2018-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,여객,14251,93,4069,281237,59536,0,361849
2018-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,여객,14410,111,5937,383298,49708,0,450044
2018-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,화물,0,0,0,1384963,155935,0,0
2018-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,여객,9425,26,853,301664,18382,18523,133920
2018-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,화물,0,0,0,600097,495924,0,0
2018-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,여객,11089,33,650,397464,169879,6165,161804
2018-01,AAR,OZ,아시아나항공,국제,SPN,도착,정기,여객,5306,91,1898,1135,680,0,96480
2018-01,AAR,OZ,아시아나항공,국제,SPN,출발,정기,여객,5004,81,2319,37255,16332,0,88080
2018-01,AAR,OZ,아시아나항공,국제,STN,출발,정기,화물,0,0,0,275923,232285,0,0
2018-01,AAR,OZ,아시아나항공,국제,SYD,도착,정기,여객,11087,88,1369,221145,104283,0,206569
2018-01,AAR,OZ,아시아나항공,국제,SYD,출발,정기,여객,12157,118,2471,108207,43106,10923,258393
2018-01,AAR,OZ,아시아나항공,국제,SZX,도착,정기,여객,5956,25,196,261334,87924,0,70271
2018-01,AAR,OZ,아시아나항공,국제,SZX,출발,정기,여객,6677,23,136,69399,23304,0,80010
2018-01,AAR,OZ,아시아나항공,국제,TAO,도착,정기,여객,9125,40,1403,148573,135525,0,124178
2018-01,AAR,OZ,아시아나항공,국제,TAO,출발,정기,여객,7755,26,945,111776,95813,0,96226
2018-01,AAR,OZ,아시아나항공,국제,TAS,도착,정기,여객,2303,14,355,0,0,0,95257
2018-01,AAR,OZ,아시아나항공,국제,TAS,출발,정기,여객,2819,32,318,30803,2170,1596,127235
2018-01,AAR,OZ,아시아나항공,국제,TPE,도착,정기,여객,17976,43,314,201564,45672,0,220166
2018-01,AAR,OZ,아시아나항공,국제,TPE,출발,정기,여객,18106,52,353,355491,22414,24447,223169
2018-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,화물,0,0,0,1144976,670100,10909,0
2018-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,여객,3350,12,1045,0,0,0,53151
2018-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,화물,0,0,0,991582,751026,0,0
2018-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,여객,2892,17,340,13863,2147,0,44815
2018-01,AAR,OZ,아시아나항공,국제,UUS,도착,정기,여객,382,6,743,942,0,0,16376
2018-01,AAR,OZ,아시아나항공,국제,UUS,출발,정기,여객,670,27,840,4753,1205,0,26758
2018-01,AAR,OZ,아시아나항공,국제,VIE,출발,정기,화물,0,0,0,896325,510842,3402,0
2018-01,AAR,OZ,아시아나항공,국제,WEH,도착,정기,여객,3990,20,430,20377,10575,0,59141
2018-01,AAR,OZ,아시아나항공,국제,WEH,출발,정기,여객,3953,16,198,21310,1795,0,43830
2018-01,AAR,OZ,아시아나항공,국제,XIY,도착,정기,여객,2529,6,280,9848,2330,0,36182
2018-01,AAR,OZ,아시아나항공,국제,XIY,출발,정기,여객,2349,10,103,6793,4109,0,36583
2018-01,AAR,OZ,아시아나항공,국제,YNJ,도착,정기,여객,4837,82,297,1390,0,1390,92466
2018-01,AAR,OZ,아시아나항공,국제,YNJ,출발,정기,여객,4680,57,134,43487,0,36256,70803
2018-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,화물,0,0,0,222468,186748,0,0
2018-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,여객,3017,15,355,9786,5874,0,46345
2018-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,화물,0,0,0,166280,143786,0,0
2018-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,여객,3121,13,349,7260,5238,0,59583
2018-01,AAR,OZ,아시아나항공,국제,YNZ,도착,정기,여객,1034,10,35,1312,0,0,13432
2018-01,AAR,OZ,아시아나항공,국제,YNZ,출발,정기,여객,1099,3,9,1693,0,0,13991
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,도착,정기,여객,103,1,0,0,0,0,1360
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,도착,부정기,여객,4334,33,0,0,0,0,47737
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,CEB,출발,부정기,여객,4592,33,0,0,0,0,41699
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,도착,정기,여객,2916,26,0,0,0,0,32999
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,도착,부정기,여객,6229,30,0,0,0,0,68030
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,출발,정기,여객,3035,21,0,0,0,0,28925
2018-01,AAV,8Y,팬퍼시픽항공(구 아스트로항공),국제,KLO,출발,부정기,여객,6038,27,0,0,0,0,55743
2018-01,ABW,RU,에어브릿지 화물항공,국제,DME,도착,부정기,화물,0,0,0,345133,0,0,0
2018-01,ABW,RU,에어브릿지 화물항공,국제,HKG,출발,정기,화물,0,0,0,68072,0,0,0
2018-01,ABW,RU,에어브릿지 화물항공,국제,NRT,도착,정기,화물,0,0,0,425413,52693,0,0
2018-01,ABW,RU,에어브릿지 화물항공,국제,SVO,도착,정기,화물,0,0,0,769911,0,0,0
2018-01,ABW,RU,에어브릿지 화물항공,국제,SVO,도착,부정기,화물,0,0,0,100189,0,0,0
2018-01,ABW,RU,에어브릿지 화물항공,국제,SVO,출발,정기,화물,0,0,0,675281,0,0,0
2018-01,ACA,AC,캐나다항공,국제,YVR,도착,정기,여객,5874,63,1546,260575,0,3292,215859
2018-01,ACA,AC,캐나다항공,국제,YVR,출발,정기,여객,6774,47,1173,162562,0,33203,249984
2018-01,ACA,AC,캐나다항공,국제,YYZ,도착,정기,여객,5583,44,1849,243407,0,248,211197
2018-01,ACA,AC,캐나다항공,국제,YYZ,출발,정기,여객,6210,42,1783,198302,0,50059,251433
2018-01,AFL,SU,에어로플로트항공,국제,SVO,도착,정기,여객,8742,9,212,167736,0,6366,151115
2018-01,AFL,SU,에어로플로트항공,국제,SVO,출발,정기,여객,9858,20,317,214577,0,55832,165444
2018-01,AFR,AF,프랑스항공,국제,CDG,도착,정기,여객,7591,17,605,288991,0,1854,149707
2018-01,AFR,AF,프랑스항공,국제,CDG,출발,정기,여객,8385,15,589,374894,0,8378,153754
2018-01,AHK,LD,에어홍콩,국제,HKG,도착,정기,화물,0,0,0,831247,0,0,0
2018-01,AHK,LD,에어홍콩,국제,HKG,출발,정기,화물,0,0,0,776149,0,0,0
2018-01,AIC,AI,인도항공,국제,BOM,도착,정기,여객,226,4,11,8998,0,0,5782
2018-01,AIC,AI,인도항공,국제,BOM,출발,정기,여객,313,4,0,0,0,0,6033
2018-01,AIC,AI,인도항공,국제,DEL,도착,정기,여객,1338,3,31,73322,0,2349,30520
2018-01,AIC,AI,인도항공,국제,DEL,출발,정기,여객,1498,5,11,55106,0,366,29043
2018-01,AIC,AI,인도항공,국제,HKG,도착,정기,여객,2045,7,50,75976,0,0,35960
2018-01,AIC,AI,인도항공,국제,HKG,출발,정기,여객,2529,7,15,104613,0,3545,35078
2018-01,AIH,KJ,에어인천,국제,UUS,도착,정기,화물,0,0,0,4367,0,0,0
2018-01,AIH,KJ,에어인천,국제,UUS,출발,정기,화물,0,0,0,61632,5129,0,0
2018-01,AIH,KJ,에어인천,국제,YNT,도착,정기,화물,0,0,0,112760,26451,0,0
2018-01,AIH,KJ,에어인천,국제,YNT,출발,정기,화물,0,0,0,506381,2508,0,0
2018-01,AIH,KJ,에어인천,국제,YNT,출발,부정기,화물,0,0,0,13160,0,0,0
2018-01,AJX,NQ,에어재팬,국제,NRT,도착,정기,화물,0,0,0,899619,73935,31735,0
2018-01,AJX,NQ,에어재팬,국제,NRT,도착,부정기,화물,0,0,0,45784,6080,1234,0
2018-01,AJX,NQ,에어재팬,국제,NRT,출발,정기,화물,0,0,0,1018851,359,9419,0
2018-01,AJX,NQ,에어재팬,국제,OKA,도착,정기,화물,0,0,0,462068,0,47215,0
2018-01,AJX,NQ,에어재팬,국제,OKA,출발,정기,화물,0,0,0,657608,0,2514,0
2018-01,AMU,NX,마카오항공,국제,MFM,도착,정기,여객,9800,23,26,69233,0,31,124889
2018-01,AMU,NX,마카오항공,국제,MFM,출발,정기,여객,10247,19,17,61137,0,7932,113037
2018-01,AMX,AM,AEROMEXICO,국제,MEX,도착,정기,여객,2121,8,152,72372,0,0,39675
2018-01,AMX,AM,AEROMEXICO,국제,MEX,출발,정기,여객,3456,18,126,184338,0,0,75995
2018-01,AMX,AM,AEROMEXICO,국제,MTY,도착,정기,여객,534,6,26,11363,0,0,10079
2018-01,ANA,NH,전일본항공,국제,HND,도착,부정기,여객,226,0,0,654,0,654,2289
2018-01,APG,Z2,필리핀에어아시아,국제,CEB,도착,정기,여객,4781,48,0,0,0,0,54989
2018-01,APG,Z2,필리핀에어아시아,국제,CEB,출발,정기,여객,5029,44,2,0,0,0,45026
2018-01,APG,Z2,필리핀에어아시아,국제,KLO,도착,정기,여객,9068,54,0,0,0,0,104804
2018-01,APG,Z2,필리핀에어아시아,국제,KLO,출발,정기,여객,8915,53,0,0,0,0,78729
2018-01,APG,Z2,필리핀에어아시아,국제,MNL,도착,정기,여객,4836,44,0,0,0,0,58795
2018-01,APG,Z2,필리핀에어아시아,국제,MNL,출발,정기,여객,4831,40,1,45032,0,24123,67623
2018-01,APG,Z2,필리핀에어아시아,국제,MNL,출발,부정기,여객,142,0,0,1035,0,790,2615
2018-01,APJ,MM,피치 항공,국제,HND,도착,정기,여객,4809,3,1,0,0,0,28207
2018-01,APJ,MM,피치 항공,국제,HND,출발,정기,여객,4988,3,0,0,0,0,28516
2018-01,APJ,MM,피치 항공,국제,KIX,도착,정기,여객,20759,40,0,0,0,0,144745
2018-01,APJ,MM,피치 항공,국제,KIX,출발,정기,여객,21357,29,0,0,0,0,116877
2018-01,APJ,MM,피치 항공,국제,OKA,도착,정기,여객,5139,55,0,0,0,0,31129
2018-01,APJ,MM,피치 항공,국제,OKA,출발,정기,여객,5019,53,0,0,0,0,25541
2018-01,ASV,RS,에어서울,국제,BKI,도착,정기,여객,4390,31,87,0,0,0,50614
2018-01,ASV,RS,에어서울,국제,BKI,출발,정기,여객,4541,28,72,0,0,0,47765
2018-01,ASV,RS,에어서울,국제,FSZ,도착,정기,여객,4115,14,62,0,0,0,39714
2018-01,ASV,RS,에어서울,국제,FSZ,출발,정기,여객,3982,22,59,0,0,0,34286
2018-01,ASV,RS,에어서울,국제,GUM,도착,정기,여객,4494,91,183,0,0,0,57519
2018-01,ASV,RS,에어서울,국제,GUM,출발,정기,여객,4818,112,111,0,0,0,48696
2018-01,ASV,RS,에어서울,국제,HIJ,도착,정기,여객,2096,19,69,0,0,0,22039
2018-01,ASV,RS,에어서울,국제,HIJ,출발,정기,여객,2219,18,161,0,0,0,24422
2018-01,ASV,RS,에어서울,국제,HKG,도착,정기,여객,4472,6,23,0,0,0,42478
2018-01,ASV,RS,에어서울,국제,HKG,출발,정기,여객,5225,5,20,0,0,0,71252
2018-01,ASV,RS,에어서울,국제,KIX,도착,정기,여객,12694,20,80,0,0,0,131960
2018-01,ASV,RS,에어서울,국제,KIX,출발,정기,여객,13196,26,148,0,0,0,110446
2018-01,ASV,RS,에어서울,국제,KLO,도착,정기,여객,2279,16,16,0,0,0,24762
2018-01,ASV,RS,에어서울,국제,KLO,출발,정기,여객,2648,16,16,0,0,0,24406
